Index,Name,Ranking,Overview,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2019 Endowment,School Website
253,University of North Texas,#249,"University of North Texas is a public institution that was founded in 1890. It has a total undergraduate enrollment of 32,126, its setting is city, and the campus size is 900 acres. It utilizes a semester-based academic calendar. University of North Texas's ranking in the 2021 edition of Best Colleges is National Universities, #249. Its in-state tuition and fees are $11,281; out-of-state tuition and fees are $23,941. At the University of North Texas, which is located near Dallas and Fort Worth, students have about 100 majors to choose from. Some noteworthy options include aviation logistics, offered through the College of Business, and jazz studies, available through the College of Music. UNT's jazz studies degree program was the first of its kind in the country. Freshmen must live in on-campus housing – with some exceptions – and can choose from traditional residence halls or living-learning communities, which group students based on interests such as jazz, journalism and health professions. There are more than 300 student organizations to check out, including about 40 fraternities and sororities. The sports teams, known as the Mean Green, compete in the NCAA Division I Conference USA. The UNT Outdoor Pursuits Center has an indoor rock climbing wall and organizes trips and free clinics for adventurous students. UNT students also have a full roster of musical acts to check out, thanks to the College of Music. Close to 1,000 performances are held annually, including some by the school's own Grammy-nominated group, the One O'Clock Lab Band. Some notable artists have attended the University of North Texas, including singing sensations Norah Jones and Roy Orbison, and NFL Hall of Famer ""Mean"" Joe Greene played for UNT in the 1960s.","Public, Coed",1890,None,Semester,City,$194.2 million +,http://www.unt.edu
254,University of South Dakota,#249,"University of South Dakota is a public institution that was founded in 1862. It has a total undergraduate enrollment of 7,475, and the setting is Rural. It utilizes a semester-based academic calendar. University of South Dakota's ranking in the 2021 edition of Best Colleges is National Universities, #249. Its in-state tuition and fees are $9,332; out-of-state tuition and fees are $12,807.","Public, Coed",1862,None,Semester,Rural,$231.4 million +,https://www.usd.edu
255,Wayne State University,#249,"Wayne State University is a public institution that was founded in 1868. It has a total undergraduate enrollment of 17,663, its setting is urban, and the campus size is 190 acres. It utilizes a semester-based academic calendar. Wayne State University's ranking in the 2021 edition of Best Colleges is National Universities, #249. Its in-state tuition and fees are $14,629; out-of-state tuition and fees are $31,499. Wayne State University is located in Midtown Detroit and offers more than 300 academic programs. Graduate students can major in many areas, including those offered by the schools of business, law and medicine. Wayne State also ranks highly in its health programs of midwifery, anesthesia and pharmacy. Students at Wayne State get many opportunities to conduct research, including the school’s partnership with Michigan State University and the University of Michigan, through which the schools collaboratively research and develop ways to help the state's economy. Outside the classroom, Wayne State students can get involved by exploring more than 200 campus organizations or by visiting the museums, concert halls and professional sports venues of Detroit. Student athletes can join one of Wayne's many Division II Warriors sports teams, which play in various conferences. At Wayne State, about 40 percent of students are minorities. Notable Wayne State alumni include Cora Brown, the first African-American woman elected to a state Senate, and Keith Ellison, the first Muslim in Congress.","Public, Coed",1868,None,Semester,Urban,$405.3 million,https://wayne.edu/
256,Baker University,#258,"Baker University is a private institution that was founded in 1858. It has a total undergraduate enrollment of 1,135, its setting is rural, and the campus size is 26 acres. It utilizes a 4-1-4-based academic calendar. Baker University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $30,670.","Private, Coed",1858,United Methodist,4-1-4,Rural,$43.7 million,http://www.bakeru.edu
257,Bowling Green State University,#258,"Bowling Green State University is a public institution that was founded in 1910. It has a total undergraduate enrollment of 15,103, its setting is rural, and the campus size is 1,338 acres. It utilizes a semester-based academic calendar. Bowling Green State University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $11,318; out-of-state tuition and fees are $19,305. Bowling Green State University is located in northern Ohio, about 85 miles south of Detroit and 115 miles west of Cleveland. Freshmen at BGSU may join a Learning Community, which allows them to take a course with and live near other students who share a common interest. Undergraduates at Bowling Green can choose from more than 200 degrees, and master's students can choose from about 50 graduate programs, including in the fields of business, education and health. The BGSU campus is home to several unique buildings, such as the music building, which looks like a baby grand piano from above, and the recreation center, which resembles the school's falcon mascot from above. Students can join nearly 300 clubs, about 40 Greek organizations and maybe even the SICSIC spirit crew. This group, which has been around since the 1940s, consists of six anonymous members who dress in Halloween masks and work uniforms and secretly post spirit messages and signs on campus. Student athletes can play at the recreational level or try out for one of the many BGSU Falcons varsity sports teams, which compete in the NCAA Division I Mid-American Conference. Notable alumni include Academy Award-winning actress Eva Marie Saint, who was named Bowling Green's Pi Kappa Alpha Dream Girl before she went on to star in the movies ""On the Waterfront"" and Alfred Hitchcock's ""North by Northwest.""","Public, Coed",1910,None,Semester,Rural,$175.2 million,http://www.bgsu.edu
258,Campbell University,#258,"Campbell University is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,980, its setting is rural, and the campus size is 850 acres. It utilizes a semester-based academic calendar. Campbell University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $35,990.","Private, Coed",1887, Baptist,Semester,Rural,$152.5 million,http://www.campbell.edu
259,College of St. Scholastica,#258,"College of St. Scholastica is a private institution that was founded in 1912. It has a total undergraduate enrollment of 2,481, its setting is suburban, and the campus size is 186 acres. It utilizes a semester-based academic calendar. College of St. Scholastica's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $39,410.","Private, Coed",1912,Roman Catholic,Semester,Suburban,$92.6 million,http://www.css.edu
260,Concordia University Wisconsin,#258,"Concordia University Wisconsin is a private institution that was founded in 1881. It has a total undergraduate enrollment of 3,308, and the setting is Suburban. It utilizes a 4-1-4-based academic calendar. Concordia University Wisconsin's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its tuition and fees are $31,182.","Private, Coed",1881,Lutheran Church - Missouri Synod,4-1-4,Suburban,N/A,http://www.cuw.edu
261,Old Dominion University,#258,"Old Dominion University is a public institution that was founded in 1930. It has a total undergraduate enrollment of 19,176, its setting is urban, and the campus size is 251 acres. It utilizes a semester-based academic calendar. Old Dominion University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $11,520; out-of-state tuition and fees are $31,680. Originally created as a division of William & Mary, Old Dominion University is now an independent institution in Norfolk, Virginia. Students have more than 100 academic programs to choose from and, outside of class, more than 300 clubs and organizations to consider. Freshmen aren’t required to live on campus. The ODU sports teams compete in the NCAA Division I Conference USA. The university is also committed to research, operating the Center for Accelerator Science and the Virginia Modeling, Analysis and Simulation Center. Old Dominion University also offers a wide variety of graduate degree programs, including those in the Strome College of Business and the Darden College of Education. Notable alumni of Old Dominion University include Ben Bailey, former host of the TV game show ""Cash Cab,"" and Jay Harris, ESPN ""SportsCenter"" anchor.","Public, Coed",1930,None,Semester,Urban,$233.0 million +,http://www.odu.edu
262,Southern Illinois University--Carbondale,#258,"Southern Illinois University—Carbondale is a public institution that was founded in 1869. It has a total undergraduate enrollment of 8,466, its setting is rural, and the campus size is 1,136 acres. It utilizes a semester-based academic calendar. Southern Illinois University—Carbondale's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $14,904; out-of-state tuition and fees are $14,904.","Public, Coed",1869,None,Semester,Rural,$154.0 million,https://www.siu.edu
263,University of Memphis,#258,"University of Memphis is a public institution that was founded in 1912. It has a total undergraduate enrollment of 17,378, its setting is urban, and the campus size is 1,600 acres. It utilizes a semester-based academic calendar. University of Memphis's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $9,912; out-of-state tuition and fees are $16,764. At the University of Memphis, first-year students can take advantage of the Fresh Connections learning communities. Freshmen choose from themed packages of three courses and take them with a small group of other first-year students, who often become future study partners, connections or friends. Past themes have included Africans in History and even War, Peace and Zombies. All undergraduates at U of M, as the school is known, can choose from more than 50 majors, and master's students can study more than 50 subjects, including those in the Fogelman College of Business and Economics, the Cecil C. Humphreys School of Law and the schools of education and engineering. Outside the classroom, U of M students can join more than 200 campus organizations, including about 25 fraternities and sororities, or play for many recreational sports teams. The Memphis Tigers varsity sports teams compete in the NCAA Division I American Athletic Conference. Notable University of Memphis alumni include NFL football players Stephen Gostkowski, Wade Smith and DeAngelo Williams.","Public, Coed",1912,None,Semester,Urban,$223.4 million,http://www.memphis.edu
264,University of Missouri--St. Louis,#258,"University of Missouri—St. Louis is a public institution that was founded in 1963. It has a total undergraduate enrollment of 13,045, its setting is urban, and the campus size is 460 acres. It utilizes a semester-based academic calendar. University of Missouri—St. Louis's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $11,142; out-of-state tuition and fees are $29,970. Undergraduates at University of Missouri—St. Louis can choose from about 50 bachelor's degree programs. Some may qualify to enroll in the Pierre Laclede Honors College, which offers a more challenging curriculum, smaller class sizes and a writing project that ends in a senior capstone. Graduate students can pursue about 30 master's programs, including the highly ranked criminology program, as well as business and education, among others. On campus, UMSL students can get involved in more than 120 organizations, including fraternities and sororities and student government. UMSL students can also explore campus media opportunities by becoming a DJ on The U radio station or by writing for The Current newspaper. Student athletes can play recreational sports or try out for the UMSL Tritons varsity teams, which compete in the NCAA Division II Great Lakes Valley Conference. Notable alumni include Gary Belsky, former editor-in-chief of ""ESPN The Magazine,"" and actress Phyllis Smith, who appeared on NBC's ""The Office.""","Public, Coed",1963,None,Semester,Urban,$89.9 million +,http://www.umsl.edu
265,University of Montana,#258,"University of Montana is a public institution that was founded in 1893. It has a total undergraduate enrollment of 7,714, its setting is urban, and the campus size is 220 acres. It utilizes a semester-based academic calendar. University of Montana's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $7,412; out-of-state tuition and fees are $27,166. The University of Montana campus in Missoula is situated by the Clark Fork River, near Mount Sentinel in the western part of the state. Students at the University of Montana can choose from numerous academic programs, including graduate degrees in the Phyllis J. Washington College of Education and Human Sciences, and in the schools of business and law. University of Montana students can also earn course credit by interning with the school's Program in Ecological Agriculture and Society (PEAS).  During the internship, students work on the university's 10-acre farm, which produces crops for emergency food shelters. The university, which is often abbreviated to UM, also offers many academic programs and student organizations that focus on American Indian culture. Outside the classroom, students can join more than 150 clubs, Greek life and intramural and club sports teams. More serious athletes can try out for the Montana Griz (as in Grizzlies) varsity teams, which compete in the NCAA Division I Big Sky Conference. Notable UM alumni include Carroll O'Connor, who starred as Archie Bunker in the television show ""All in the Family""; Colin Meloy, the lead singer of The Decemberists; and actor J.K. Simmons, who has appeared in the ""Law & Order"" television show and in the ""Spider-Man"" movies.","Public, Coed",1893,None,Semester,Urban,$208.4 million,http://www.umt.edu
266,University of Nevada--Las Vegas,#258,"University of Nevada—Las Vegas is a public institution that was founded in 1957. It has a total undergraduate enrollment of 25,831, its setting is urban, and the campus size is 358 acres. It utilizes a semester-based academic calendar. University of Nevada—Las Vegas's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $8,704; out-of-state tuition and fees are $24,356. At the University of Nevada—Las Vegas, or UNLV, as it's known, students live, work and play in one of the most frequently visited destinations in the country. Students can check out more than 250 student organizations, participate in the school's large community of fraternities and sororities and join or cheer for the UNLV Rebels athletic teams, which compete in the NCAA Division I Mountain West Conference. There are also research opportunities through the university's many academic hubs, including the Center for Gaming Research, the Center for Information and Communication Technology and the Arnold Shaw Popular Music Research Center. UNLV also has a wide variety of graduate schools, including the William S. Boyd School of Law, which is particularly well regarded for its legal writing program; the College of Education; and the College of Business. Not surprisingly, given its location, UNLV has graduated some top players in the hotel and casino industry, including George Maloof, former CEO of The Palms Casino Resort, and Scott Sibella, president of Mirage Hotel & Casino. Other notable alumni include Food Network personality Guy Fieri and ESPN broadcaster Kenny Mayne.","Public, Coed",1957,None,Semester,Urban,$249.0 million +,http://www.unlv.edu
267,University of North Carolina--Greensboro,#258,"University of North Carolina—Greensboro is a public institution that was founded in 1891. It has a total undergraduate enrollment of 16,581, its setting is urban, and the campus size is 266 acres. It utilizes a semester-based academic calendar. University of North Carolina—Greensboro's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $7,404; out-of-state tuition and fees are $22,564. University of North Carolina—Greensboro is located in the central part of the state, about midway between Washington and Atlanta. Undergraduates at UNCG can choose from more than 100 academic programs, and graduate students can choose from more than 60 degree programs, including those in the Bryan School of Business and Economics and the renowned student counseling and personnel services program in the School of Education. UNCG also offers highly ranked master's programs in the fields of health and library and information studies. Outside the classroom, University of North Carolina—Greensboro students can get involved by joining about 200 organizations, including numerous fraternities and sororities. Each year, there are many campus events for students to attend, including the New Music Festival. Student athletes can play at the intramural and club levels or try out for the UNCG Spartans varsity sports teams, which compete in the NCAA Division I Southern Conference. Notable alumni include Pulitzer Prize-winning poet Claudia Emerson and Tony Award-winning actress Beth Leavel.","Public, Coed",1891,None,Semester,Urban,$309.6 million,http://www.uncg.edu/
268,University of North Dakota,#258,"University of North Dakota is a public institution that was founded in 1883. It has a total undergraduate enrollment of 10,163, its setting is city, and the campus size is 521 acres. It utilizes a semester-based academic calendar. University of North Dakota's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $10,276; out-of-state tuition and fees are $14,546. The University of North Dakota is located in the city of Grand Forks on the eastern edge of the state, just a few miles from the Minnesota border. Students at the University of North Dakota can study in more than 200 academic fields, including graduate programs in business, law, engineering and education. The University of North Dakota, which is often abbreviated to UND, also has a highly ranked rural medicine program in its School of Medicine and Health Sciences. Outside the classroom, students can join more than 200 campus clubs, get involved in Greek life and participate in student government. Student athletes can play at the intramural level or try out for North Dakota varsity sports teams, which compete in the NCAA Division I in various conferences. Notable UND alumni include Chuck Klosterman, author of several books including ""Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto,"" and Sally Smith, CEO of the Buffalo Wild Wings restaurant franchise.","Public, Coed",1883,None,Semester,City,$264.5 million,http://und.edu
269,Western Michigan University,#258,"Western Michigan University is a public institution that was founded in 1903. It has a total undergraduate enrollment of 17,051, its setting is city, and the campus size is 1,313 acres. It utilizes a semester-based academic calendar. Western Michigan University's ranking in the 2021 edition of Best Colleges is National Universities, #258. Its in-state tuition and fees are $13,017; out-of-state tuition and fees are $16,041. Western Michigan University is located in the city of Kalamazoo, midway between Detroit and Chicago. The university offers more than 140 undergraduate programs and many master's degrees as well, including those in the Haworth College of Business, the College of Engineering and Applied Sciences and the College of Education and Human Development. Graduate students interested in careers in health can enroll in highly ranked programs training speech-language pathologists, physician assistants, rehabilitation counselors and audiologists. Outside the classroom, WMU students can get involved by exploring more than 300 student organizations, playing a recreational sport or pledging one of the nearly 30 fraternities and sororities. Off campus, WMU students can check out the city's theater and festivals, or drive 40 minutes to the Lake Michigan beaches of South Haven. Student athletes can try out for the many WMU Broncos varsity sports teams, which compete in the NCAA Division I Mid-American Conference. Notable WMU alumni include Tim Allen, who starred in the television program ""Home Improvement"" and voiced Buzz Lightyear in the animated ""Toy Story"" movies.","Public, Coed",1903,None,Semester,City,$407.4 million +,https://wmich.edu/
270,Dallas Baptist University,#272,"Dallas Baptist University is a private institution that was founded in 1898. It has a total undergraduate enrollment of 2,883, its setting is suburban, and the campus size is 368 acres. It utilizes a 4-1-4-based academic calendar. Dallas Baptist University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its tuition and fees are $31,940. At Dallas Baptist University, or DBU, faith is integrated into academics and campus life. The university is divided into academic departments such as the College of Christian Faith and the College of Natural Sciences and Mathematics. The Baptist Student Ministries organizes events, Bible studies, and mission trips, and students can also worship at weekly men’s and women’s Bible studies meetings; university events such as an annual conference called “livepure;” and more. The DBU Patriots sports teams compete in the NCAA Division II Heartland Conference and are particularly dominant in baseball. For fun off campus, downtown Dallas is about 15 miles away. Notable alumni of Dallas Baptist University include Christian music artists Chris Clayton and Kari Jobe and former St. Louis Cardinals catcher Jason LaRue.","Private, Coed",1898, Baptist,4-1-4,Suburban,$51.6 million,//www.dbu.edu
271,Florida Atlantic University,#272,"Florida Atlantic University is a public institution that was founded in 1961. It has a total undergraduate enrollment of 24,842, its setting is city, and the campus size is 850 acres. It utilizes a semester-based academic calendar. Florida Atlantic University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $6,099; out-of-state tuition and fees are $21,655.","Public, Coed",1961,None,Semester,City,$295.0 million,http://www.fau.edu
272,Long Island University,#272,"Long Island University is a private institution that was founded in 1926.  It utilizes a semester-based academic calendar. Long Island University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its tuition and fees are $39,136.","Private, Coed",1926,None,Semester,N/A,$238.7 million,//www.liu.edu
273,North Carolina Agricultural and Technical State University,#272,"North Carolina Agricultural and Technical State University is a public institution that was founded in 1891. It has a total undergraduate enrollment of 11,039, its setting is urban, and the campus size is 800 acres. It utilizes a semester-based academic calendar. North Carolina Agricultural and Technical State University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $6,657; out-of-state tuition and fees are $20,167. North Carolina Agricultural and Technical State University, or North Carolina A&T, is a historically black school and one of several engineering colleges in the state. Students can live on the school’s campus in Greensboro in traditional residence halls or Living and Learning Communities, which group students based on interests, including Project M.A.R.C.H. (Male Aggies Resolved to Change History) and S.I.S.T.E.R.S. (Students Inspiring Success Through Education Reform and Service). The North Carolina A&T Aggies sports teams compete in the NCAA Division I Mid-Eastern Athletic Conference. The NC A&T marching band, called the Blue and Gold Marching Machine, performs at sporting events. For graduate students, North Carolina A&T has programs through its business school and engineering school. Notable alumni of North Carolina A&T State University include civil rights activist Jesse Jackson; his son, former U.S. Rep. Jesse Jackson Jr.; and E! News co-host Terrence J (Jenkins).","Public, Coed",1891,None,Semester,Urban,$62.2 million,http://www.ncat.edu
274,Sam Houston State University,#272,"Sam Houston State University is a public institution that was founded in 1879. It has a total undergraduate enrollment of 18,783, its setting is rural, and the campus size is 368 acres. It utilizes a semester-based academic calendar. Sam Houston State University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $10,756; out-of-state tuition and fees are $23,026.","Public, Coed",1879,None,Semester,Rural,$119.9 million,http://www.shsu.edu
275,Tennessee Technological University,#272,"Tennessee Technological University is a public institution that was founded in 1915. It has a total undergraduate enrollment of 8,957, its setting is rural, and the campus size is 267 acres. It utilizes a semester-based academic calendar. Tennessee Technological University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $10,338; out-of-state tuition and fees are $15,816.","Public, Coed",1915,None,Semester,Rural,$71.3 million,http://www.tntech.edu
276,University of Akron,#272,"University of Akron is a public institution that was founded in 1870. It has a total undergraduate enrollment of 14,793, its setting is urban, and the campus size is 223 acres. It utilizes a semester-based academic calendar. University of Akron's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $11,636; out-of-state tuition and fees are $17,784. The University of Akron, sometimes called UA, is located in northeastern Ohio, about 40 miles south of Cleveland and about 100 miles northwest of Pittsburgh. Students at UA can choose from about 300 academic programs, including master's degrees in the fields of business, law, engineering and education. Many Akron students take a break from studying to visit the Student Union building, which is home to a theater, ballroom, Barnes & Noble bookstore, Starbucks café and more. Students can also join more than 200 student organizations, play intramural or club sports and even float along the lazy river in the recreation center. Student athletes can try out for the nearly 20 UA Zips varsity teams, which compete in the NCAA Division I Mid-American Conference. Notable Akron alumni include former NFL players Charlie Frye and Jason Taylor, and actress Yvette Nicole Brown, who starred in the television show ""Community.""","Public, Coed",1870,None,Semester,Urban,$235.8 million +,http://www.uakron.edu
277,University of Alabama--Huntsville,#272,"University of Alabama—Huntsville is a public institution that was founded in 1969. It has a total undergraduate enrollment of 7,989, its setting is city, and the campus size is 432 acres. It utilizes a semester-based academic calendar. University of Alabama—Huntsville's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $11,122; out-of-state tuition and fees are $23,518. Located at the southern edge of the Appalachian Mountains, the University of Alabama—Huntsville campus is in the northern part of the state, about 100 miles from Nashville. Students can choose from more than 100 academic areas in fields such as arts, humanities and social sciences; education; and science. UAH offers master's degree programs in business, engineering and nursing, among other fields. Outside the classroom, UAH students can get involved with more than 100 campus clubs, about a dozen fraternities and sororities, The Charger Times newspaper and student government. UAH also offers sports at the intramural, club and varsity levels. The UAH Chargers intercollegiate teams mainly participate in the NCAA Division II Gulf South Conference and compete in more than a dozen sports. Notable University of Alabama—Huntsville alumni include John Hendricks, founder and former chairman of Discovery Communications, who established a scholarship for UAH history majors.","Public, Coed",1969,None,Semester,City,$77.3 million,https://www.uah.edu/
278,University of Missouri--Kansas City,#272,"University of Missouri—Kansas City is a public institution that was founded in 1929. It has a total undergraduate enrollment of 11,315, its setting is urban, and the campus size is 150 acres. It utilizes a semester-based academic calendar. University of Missouri—Kansas City's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $10,788; out-of-state tuition and fees are $26,889. At the University of Missouri—Kansas City, students can choose from more than 120 academic programs and majors, including master's degrees from the Henry W. Bloch School of Management and the schools of medicine, computing and engineering, and education. Outside the classroom, UMKC students can explore more than 175 clubs and about 15 Greek-letter organizations. There are about 16 varsity sports teams, named the UMKC Kangaroos, which compete in the NCAA Division I Western Athletic Conference. The university developed the team name in the 1930s, when community excitement about the Kansas City Zoo's purchase of two baby kangaroos grew, and when Walt Disney himself drew a cartoon of the Kasey Kangaroo mascot. Although he never graduated, former President Harry Truman attended the UMKC law school for two years and later received the school's first honorary degree. Today, he is the namesake of the university's Harry S Truman Center for Governmental Affairs.","Public, Coed",1929,None,Semester,Urban,$152.8 million,http://www.umkc.edu
279,University of North Florida,#272,"University of North Florida is a public institution that was founded in 1965. It has a total undergraduate enrollment of 14,734, its setting is urban, and the campus size is 1,300 acres. It utilizes a semester-based academic calendar. University of North Florida's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its in-state tuition and fees are $6,394; out-of-state tuition and fees are $20,112. The University of North Florida is located in Jacksonville, about 10 miles west of the Atlantic coastline and about 150 miles east of the state capital of Tallahassee. Students at the University of North Florida can choose from many areas of study, including graduate programs in the Coggin College of Business and in the fields of education and health. Students can get involved by joining more than 200 campus clubs, pledging with more than a dozen fraternities and sororities and by running for student government. The university, often abbreviated to UNF, also offers many opportunities for students to explore campus media via a website, magazine, TV station and radio station. Student athletes can play at the intramural, club or varsity level. The UNF Ospreys intercollegiate teams compete in the NCAA Division I Atlantic Sun Conference and are cheered on by Ozzie Osprey, their feathered mascot. Notable University of North Florida alumni include Todd Haley, former head coach of the Kansas City Chiefs professional football team, and Patrick Faber, the minister of education, youth and sports in Belize.","Public, Coed",1965,None,Semester,Urban,$117.0 million +,http://www.unf.edu
280,University of the Incarnate Word,#272,"University of the Incarnate Word is a private institution that was founded in 1881. It has a total undergraduate enrollment of 5,368, its setting is urban, and the campus size is 200 acres. It utilizes a semester-based academic calendar. University of the Incarnate Word's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its tuition and fees are $32,286.","Private, Coed",1881,Roman Catholic,Semester,Urban,$142.1 million,http://www.uiw.edu
281,William Carey University,#272,"William Carey University is a private institution that was founded in 1892. It has a total undergraduate enrollment of 3,210, its setting is city, and the campus size is 120 acres. It utilizes a trimester-based academic calendar. William Carey University's ranking in the 2021 edition of Best Colleges is National Universities, #272. Its tuition and fees are $13,650.","Private, Coed",1892,Southern Baptist,Trimester,City,$21.1 million +,http://www.wmcarey.edu
282,Ball State University,#284,"Ball State University is a public institution that was founded in 1918. It has a Suburban setting, and the campus size is 1,140 acres. It utilizes a semester-based academic calendar. Ball State University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its in-state tuition and fees are $10,144; out-of-state tuition and fees are $27,132. Ball State University is located in Muncie, Indiana, about an hour northeast of Indianapolis. Students at Ball State can choose from about 180 undergraduate majors, including an entrepreneurship program. In their senior year, entrepreneurship students must pass the New Venture Creation course, for which they develop a business plan that is presented to a panel of business professionals before graduation. Master's students at Ball State University can earn degrees in more than 100 fields, including those in the Miller College of Business and the Teachers College. Outside the classroom, Ball State students can get involved in more than 350 campus organizations and play club and recreational sports. More serious athletes can try out for the Ball State Cardinals varsity teams, which compete in the NCAA Division I Mid-American Conference. Notable alumni include late-night talk show host David Letterman, who developed a scholarship for creative Ball State media students with average grades.","Public, Coed",1918,None,Semester,Suburban,$213.1 million,http://www.bsu.edu
283,Delaware State University,#284,"Delaware State University is a public institution that was founded in 1891. It has a total undergraduate enrollment of 4,315, its setting is suburban, and the campus size is 400 acres. It utilizes a semester-based academic calendar. Delaware State University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its in-state tuition and fees are $8,258; out-of-state tuition and fees are $17,294.","Public, Coed",1891,None,Semester,Suburban,$22.3 million,http://www.desu.edu
284,D'Youville College,#284,"D'Youville College is a private institution that was founded in 1908. It has a total undergraduate enrollment of 1,609, its setting is urban, and the campus size is 17 acres. It utilizes a semester-based academic calendar. D'Youville College's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its tuition and fees are $28,886.","Private, Coed",1908,None,Semester,Urban,$49.6 million,http://www.dyc.edu
285,Gardner-Webb University,#284,"Gardner-Webb University is a private institution that was founded in 1905. It has a total undergraduate enrollment of 1,999, its setting is rural, and the campus size is 240 acres. It utilizes a semester-based academic calendar. Gardner-Webb University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its tuition and fees are $31,460.","Private, Coed",1905, Baptist,Semester,Rural,$70.5 million +,http://www.gardner-webb.edu
286,Indiana University of Pennsylvania,#284,"Indiana University of Pennsylvania is a public institution that was founded in 1875. It has a total undergraduate enrollment of 8,234, its setting is rural, and the campus size is 374 acres. It utilizes a semester-based academic calendar. Indiana University of Pennsylvania's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its in-state tuition and fees are $13,144; out-of-state tuition and fees are $17,464. Better known as IUP, Indiana University of Pennsylvania is located about 60 miles northeast of Pittsburgh. Students at IUP can choose from more than 140 bachelor's programs and more than 60 graduate degrees, including those in the Eberly College of Business and Technology, the education school and the criminology department. IUP students can enhance their studies by enrolling in the Cook Honors College, which offers a more demanding curriculum, and by checking out the Career Development Center, which plans on-campus interviews with employers, advising sessions, internship opportunities and career fairs. Besides academics, IUP students can join more than 250 campus clubs, Greek life and intramural sports teams. More serious athletes can try out for the IUP Crimson Hawks varsity teams, which compete in the NCAA Division II Pennsylvania State Athletic Conference. IUP’s feathered mascot goes by the name Norm, which is a reference to the school's original name – Indiana State Normal School. Notable IUP alumni include Chad Hurley, the co-founder and former CEO of YouTube.","Public, Coed",1875,None,Semester,Rural,$52.7 million +,//www.iup.edu
287,Keiser University,#284,"Keiser University is a private institution that was founded in 1977. It has a total undergraduate enrollment of 17,490, and the setting is Urban. It utilizes a semester-based academic calendar. Keiser University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its tuition and fees are $33,120.","Private, Coed",1977,None,Semester,Urban,"$235,000",https://www.keiseruniversity.edu/admissions/
288,Marshall University,#284,"Marshall University is a public institution that was founded in 1837. It has a total undergraduate enrollment of 9,415, its setting is city, and the campus size is 114 acres. It utilizes a semester-based academic calendar. Marshall University's ranking in the 2021 edition of Best Colleges is National Universities, #284. Its in-state tuition and fees are $8,612; out-of-state tuition and fees are $19,466.","Public, Coed",1837,None,Semester,City,$147.3 million,https://www.marshall.edu
